model,n_runs,quality,det_score,quality_sd,dnf_rate,trunc_rate,decode_tps,prefill_tps,wall_s,membw_peak_mb_s,safety,quality_nonsafety,energy_wh_controlled,energy_wh_all,family,org,arch_class,training_regime,quant,bracket,legacy_footprint_bracket,is_moe,thinking_capable,tools_capable,license,params_b,size_gb,native_ctx,quality_per_gb,quality_per_bparam,quality_per_sec,quality_per_wh_controlled
qwen2.5:3b-instruct-q4_K_M,95,2.763157894736842,0.8065157894736842,1.0206435841506387,0.0,0.12631578947368421,9.507684210526316,1660.2481052631579,32.746526315789474,18567.925263157893,3.066666666666667,2.623076923076923,,0.17189926315789472,qwen2.5,Alibaba/Qwen,dense,instruct,Q4_K_M,2-3B,2-3B,False,False,False,Apache-2.0,3.085938688,2.26,,1.2226362366092223,0.8954027199184723,0.08438018335412033,
qwen2.5:3b-instruct-q8_0,95,2.831578947368421,0.8224631578947369,1.0609372770974967,0.0,0.15789473684210525,6.349684210526316,1103.782105263158,51.89494736842106,20963.8,3.183333333333333,2.669230769230769,,0.24542094736842107,qwen2.5,Alibaba/Qwen,dense,instruct,Q8_0,2-3B,2-3B,False,False,False,Apache-2.0,3.085938688,3.62,,0.7822041291072986,0.917574596792644,0.05456367316968287,
qwen2.5:7b,95,3.3210526315789473,0.8837052631578948,1.028621752621636,0.042105263157894736,0.0,3.756483516483516,623.7042857142857,64.74715789473684,16166.835789473684,3.6,3.1923076923076925,0.16245905263157895,0.16245905263157895,qwen2.5,Alibaba/Qwen,dense,instruct,Q4_K_M,4-5GB,4-5GB,False,False,True,Apache-2.0,7.615616512,5.22,32768.0,0.6362169792296835,0.43608454106715233,0.051292639546868954,20.442398116837214
qwen2:0.5b-instruct-q8_0,95,1.3578947368421053,0.6621263157894737,0.6344001937445071,0.0,0.06315789473684211,32.56305263157895,4884.562105263158,6.410315789473684,,1.4333333333333333,1.323076923076923,,0.05826821052631578,qwen2,Alibaba/Qwen,dense,instruct,Q8_0,0-1B,0-1B,False,False,False,Apache-2.0,0.494032768,0.67,32768.0,2.0267085624509034,2.7485924513454645,0.2118296167361818,
qwen2:1.5b,95,1.7473684210526317,0.6645894736842105,0.7714096112661959,0.0,0.010526315789473684,18.550736842105263,2879.4662105263155,9.717789473684212,17044.66947368421,2.05,1.6076923076923078,,0.04933652631578947,qwen2,Alibaba/Qwen,dense,instruct,Q4_0,1-2B,1-2B,False,False,False,Apache-2.0,1.543714304,1.2,,1.456140350877193,1.131924745741445,0.1798113064482934,
qwen2:1.5b-instruct-q8_0,95,1.9421052631578948,0.6707263157894737,0.913443210845693,0.0,0.0,11.58421052631579,1759.601052631579,14.23536842105263,18622.141052631578,2.4,1.7307692307692308,,0.07284231578947369,qwen2,Alibaba/Qwen,dense,instruct,Q8_0,1-2B,1-2B,False,False,False,Apache-2.0,1.543714304,1.91,,1.0168090383025628,1.2580729854776902,0.13642817001390165,
qwen3:0.6b,95,1.831578947368421,0.6947684210526316,0.780788357448124,0.0,0.010526315789473684,26.80821052631579,4234.830947368421,6.830210526315789,12090.664210526316,1.7,1.8923076923076922,0.015051263157894736,0.015051263157894736,qwen3,Alibaba/Qwen,dense,instruct,Q4_K_M,0-1B,0-1B,False,True,True,Apache-2.0,0.751632384,1.09,40960.0,1.6803476581361658,2.4368015353745336,0.26815849091497523,121.6893843496262
qwen3:0.6b-fp16,95,2.0,0.685442105263158,0.8598614435638218,0.0,0.010526315789473684,14.975263157894737,2350.3935789473685,10.747052631578947,,2.033333333333333,1.9846153846153847,,0.0954941052631579,qwen3,Alibaba/Qwen,dense,instruct,F16,0-1B,0-1B,False,True,True,Apache-2.0,0.751632384,2.07,40960.0,0.9661835748792271,2.66087523977679,0.18609753469739562,
qwen3:0.6b-q8_0,95,2.0894736842105264,0.6887894736842105,0.9310796391893007,0.0,0.010526315789473684,26.12252631578947,4158.8629473684205,6.147368421052631,17250.545263157896,2.05,2.1076923076923078,,0.03367231578947368,qwen3,Alibaba/Qwen,dense,instruct,Q8_0,0-1B,0-1B,False,False,False,Apache-2.0,0.751632384,1.4,,1.492481203007519,2.779914395240488,0.33989726027397266,
qwen3:1.7b,95,3.0736842105263156,0.8121157894736841,1.1084021973683644,0.0,0.021052631578947368,12.034631578947367,1885.9385263157894,15.495157894736842,14286.412631578947,3.2,3.0153846153846153,0.03571873684210526,0.03571873684210526,qwen3,Alibaba/Qwen,dense,instruct,Q4_K_M,1-2B,1-2B,False,True,True,Apache-2.0,2.031739904,1.97,40960.0,1.5602457921453379,1.5128335100742871,0.19836417488655197,86.05243304413429
qwen3:1.7b-fp16,95,3.1315789473684212,0.8347473684210527,1.000559753752202,0.0,0.0,7.048315789473684,1142.0941052631579,26.084526315789475,,3.1666666666666665,3.1153846153846154,,0.22514273684210528,qwen3,Alibaba/Qwen,dense,instruct,F16,1-2B,1-2B,False,True,True,Apache-2.0,2.031739904,4.68,40960.0,0.6691408007197481,1.5413286618051387,0.1200550437242487,
qwen3:1.7b-q8_0,95,3.1052631578947367,0.8619368421052631,1.0439662932779776,0.0,0.0,10.53242105263158,1688.228105263158,17.722631578947368,19704.563157894736,3.183333333333333,3.0692307692307694,,0.0928398947368421,qwen3,Alibaba/Qwen,dense,instruct,Q8_0,1-2B,1-2B,False,False,False,Apache-2.0,2.031739904,2.83,,1.097266133531709,1.528376320109297,0.1752145635969471,
qwen3:4b,95,2.6157894736842104,0.7966842105263158,0.9905205798149548,0.0,1.0,5.649789473684211,883.0183157894737,94.42768421052631,15021.813684210527,3.183333333333333,2.353846153846154,0.23506757894736843,0.23506757894736843,qwen3,Alibaba/Qwen,dense,instruct,Q4_K_M,3-4B,3-4B,False,True,True,Apache-2.0,4.022468096,3.32,262144.0,0.7878883956880153,0.6502946477774153,0.02770151037329597,11.127819010165945
qwen3:4b-instruct-2507-q4_K_M,95,3.431578947368421,0.9131578947368421,1.0016224240716338,0.0,0.010526315789473684,5.883684210526316,870.3254736842105,43.467052631578944,14894.856842105262,3.5833333333333335,3.3615384615384616,0.10574157894736842,0.10574157894736842,qwen3,Alibaba/Qwen,dense,instruct,Q4_K_M,3-4B,3-4B,False,True,True,Apache-2.0,4.022468096,3.32,262144.0,1.0336081166772353,0.8531028377281183,0.07894666740931426,32.452503372173474
qwen3:4b-instruct-2507-q8_0,95,3.5631578947368423,0.94,1.011219258962985,0.0,0.0,3.971894736842105,587.4833684210527,61.34526315789474,16841.376842105263,3.7666666666666666,3.4692307692307693,0.15492852631578946,0.15492852631578946,qwen3,Alibaba/Qwen,dense,instruct,Q8_0,4-5GB,4-5GB,False,True,True,Apache-2.0,4.022468096,5.1,262144.0,0.6986584107327142,0.885813836107264,0.05808366793644257,22.998720632468217
qwen3:4b-q8_0,95,3.5473684210526315,0.874578947368421,0.8993901131255033,0.0,0.0,4.872105263157895,789.9336842105263,42.94957894736842,21484.083157894736,3.7,3.476923076923077,,0.21436442105263157,qwen3,Alibaba/Qwen,dense,instruct,Q8_0,3-4B,3-4B,False,False,False,Apache-2.0,4.022468096,5.19,,0.6835006591623567,0.8818885163017665,0.08259378806482999,
smollm2:1.7b,95,2.0105263157894737,0.6791684210526315,0.9757129073101376,0.0,0.042105263157894736,8.517684210526316,1558.0477894736844,25.124210526315792,15448.206315789475,2.55,1.7615384615384615,0.06175663157894737,0.06175663157894737,smollm2,Hugging Face,dense,instruct,Q8_0,1-2B,1-2B,False,False,True,Apache-2.0,1.711376384,2.82,8192.0,0.7129525942515864,1.174800782917356,0.08002346237640355,32.55563434056943
smollm2:1.7b-instruct-q8_0,95,1.9947368421052631,0.6791684210526315,0.9495092148895312,0.0,0.042105263157894736,10.575473684210525,1969.994947368421,20.000947368421052,19248.96105263158,2.5166666666666666,1.7538461538461538,,0.10875915789473684,smollm2,Hugging Face,dense,instruct,Q8_0,1-2B,1-2B,False,False,False,Apache-2.0,1.711376384,2.82,,0.7073534901082493,1.165574598758319,0.09973211795230752,
smollm2:135m,95,1.1736842105263159,0.4996842105263158,0.46567510505871434,0.0,0.08421052631578947,60.28421052631579,10574.467473684212,3.6590526315789473,14440.166315789475,1.2833333333333334,1.123076923076923,,0.018329473684210527,smollm2,Hugging Face,dense,instruct,F16,0-1B,0-1B,False,False,False,Apache-2.0,0.134515008,0.41,,2.8626444159178437,8.725303057085764,0.32076177325163263,
smollm2:135m-instruct-q8_0,95,1.1421052631578947,0.45480000000000004,0.3472012560548235,0.0,0.11578947368421053,93.6498947368421,15959.398210526317,2.5477894736842104,9961.936842105262,1.2166666666666666,1.1076923076923078,,0.013152631578947369,smollm2,Hugging Face,dense,instruct,Q8_0,0-1B,0-1B,False,False,False,Apache-2.0,0.134515008,0.29,,3.9382940108892925,8.490541539854755,0.4482730127251694,
smollm2:360m,95,1.3894736842105264,0.5681263157894737,0.6571171216260877,0.0,0.05263157894736842,19.38326315789474,3545.2717894736843,10.837894736842104,13858.967368421052,1.6,1.2923076923076924,0.023484315789473683,0.023484315789473683,smollm2,Hugging Face,dense,instruct,F16,0-1B,0-1B,False,False,False,Apache-2.0,0.36182112,0.96,8192.0,1.4473684210526316,3.840222716160202,0.12820512820512822,59.16602794250139
smollm2:360m-instruct-q8_0,95,1.268421052631579,0.5389473684210526,0.5448527339380167,0.0,0.08421052631578947,40.75915789473684,7641.851368421053,4.887052631578947,14739.806315789474,1.45,1.1846153846153846,,0.02395094736842105,smollm2,Hugging Face,dense,instruct,Q8_0,0-1B,0-1B,False,False,False,Apache-2.0,0.36182112,0.62,,2.0458404074702887,3.505657858312911,0.25954724621448727,
smollm:1.7b,95,1.3157894736842106,0.5882842105263157,0.5698666864395127,0.0,0.30526315789473685,16.63063157894737,2963.2686315789474,22.196210526315788,17444.352631578946,1.4833333333333334,1.2384615384615385,,0.12000052631578947,smollm,Hugging Face,dense,instruct,Q4_0,1-2B,1-2B,False,False,False,Apache-2.0,1.711376384,1.27,,1.0360547036883547,0.7688486799197356,0.05927991501631384,
smollm:360m,95,1.0842105263157895,0.4852842105263158,0.26948168906083714,0.0,0.42105263157894735,54.282631578947374,9951.31652631579,8.387789473684212,13622.206315789475,1.15,1.0538461538461539,,0.04190147368421053,smollm,Hugging Face,dense,instruct,Q4_0,0-1B,0-1B,False,False,False,Apache-2.0,0.36182112,0.3,,3.6140350877192984,2.9965374224583394,0.12926057928818832,
stablelm2:1.6b,95,1.563157894736842,0.720221052631579,0.657372693213488,0.0,0.08421052631578947,14.395157894736842,2503.2726315789473,23.39378947368421,13350.332631578949,1.8333333333333333,1.4384615384615385,0.05483368421052632,0.05483368421052632,stablelm2,Stability AI,dense,instruct,Q4_0,1-2B,1-2B,False,False,False,STABILITY-Community(check),1.644515328,1.46,4096.0,1.0706560922855084,0.9505280176609227,0.06681935376460689,28.50725639253628
stablelm2:1.6b-chat,95,1.4894736842105263,0.720221052631579,0.6272998000906178,0.0,0.08421052631578947,18.359789473684213,3342.146842105263,18.164947368421053,16915.775789473682,1.7166666666666666,1.3846153846153846,,0.09632294736842105,stablelm2,Stability AI,dense,instruct,Q4_0,1-2B,1-2B,False,False,False,STABILITY-Community(check),1.644515328,1.46,,1.0201874549387167,0.9057219831583876,0.08199713734375633,
stablelm2:1.6b-zephyr,95,1.3526315789473684,0.6689894736842106,0.6225961611214968,0.0,0.031578947368421054,20.670736842105264,3985.6241052631576,13.158947368421051,,1.1166666666666667,1.4615384615384615,,0.11308484210526315,stablelm2,Stability AI,dense,instruct,Q4_0,1-2B,1-2B,False,False,False,STABILITY-Community(check),1.644515328,1.46,4096.0,0.9264599855803893,0.8225107762251082,0.10279177665786737,
tinyllama:1.1b,95,1.3421052631578947,0.667778947368421,0.6156779600602245,0.0,0.10526315789473684,27.89063157894737,5829.060736842105,10.426,16903.49894736842,1.3333333333333333,1.3461538461538463,,0.05630568421052631,tinyllama,TinyLlama (community),dense,instruct,Q4_0,0-1B,0-1B,False,False,False,Apache-2.0,1.100048384,0.71,,1.8902891030392883,1.2200420296766645,0.12872676608074954,
tinyllama:1.1b-chat-v1-q8_0,95,1.4263157894736842,0.7321473684210527,0.6801455611282838,0.0,0.14736842105263157,16.810105263157894,3444.9465263157895,19.228315789473683,18477.754736842104,1.6166666666666667,1.3384615384615384,,0.09278757894736842,tinyllama,TinyLlama (community),dense,instruct,Q8_0,0-1B,0-1B,False,False,False,Apache-2.0,1.100048384,1.24,,1.1502546689303905,1.2965936864406904,0.07417788458906548,
