model,bracket,scenario,rep,det_score,decode_tok_s,wall_s,dnf,finish_reason
qwen3:0.6b,0-1B,expand-19-add-app-closedbook,1,0.2,27.84,4.05,False,stop
qwen3:0.6b,0-1B,expand-19-add-app-closedbook,2,0.4,26.44,8.79,False,stop
qwen3:0.6b,0-1B,expand-19-add-app-closedbook,3,0.4,27.17,6.06,False,stop
qwen3:0.6b,0-1B,expand-19-add-app-closedbook,4,0.2,27.75,4.4,False,stop
smollm2:1.7b,1-2B,detect-01-crashloop-triage,0,1.0,8.14,33.63,False,stop
smollm2:1.7b,1-2B,detect-01-crashloop-triage,1,1.0,7.88,51.45,False,stop
smollm2:1.7b,1-2B,detect-01-crashloop-triage,2,1.0,7.97,39.18,False,stop
smollm2:1.7b,1-2B,detect-01-crashloop-triage,3,0.333,8.28,10.8,False,stop
smollm2:1.7b,1-2B,detect-01-crashloop-triage,4,1.0,8.38,7.45,False,stop
smollm2:1.7b,1-2B,localize-02-externalsecret,0,1.0,8.6,18.0,False,stop
smollm2:1.7b,1-2B,localize-02-externalsecret,1,0.667,8.65,11.16,False,stop
smollm2:1.7b,1-2B,localize-02-externalsecret,2,1.0,8.7,9.02,False,stop
smollm2:1.7b,1-2B,localize-02-externalsecret,3,0.667,9.62,1.31,False,stop
smollm2:1.7b,1-2B,localize-02-externalsecret,4,1.0,8.62,12.0,False,stop
smollm2:1.7b,1-2B,monitor-03-health-summary,0,1.0,8.37,26.21,False,stop
smollm2:1.7b,1-2B,monitor-03-health-summary,1,1.0,8.35,20.02,False,stop
smollm2:1.7b,1-2B,monitor-03-health-summary,2,0.75,8.36,18.11,False,stop
smollm2:1.7b,1-2B,monitor-03-health-summary,3,1.0,8.32,22.65,False,stop
smollm2:1.7b,1-2B,monitor-03-health-summary,4,1.0,8.47,10.66,False,stop
smollm2:1.7b,1-2B,expand-04-add-app,0,0.75,8.19,59.26,False,stop
smollm2:1.7b,1-2B,expand-04-add-app,1,0.5,8.09,65.37,False,stop
smollm2:1.7b,1-2B,expand-04-add-app,2,0.5,8.01,75.25,False,length
smollm2:1.7b,1-2B,expand-04-add-app,3,0.75,8.19,52.18,False,stop
smollm2:1.7b,1-2B,expand-04-add-app,4,0.25,8.37,31.0,False,stop
smollm2:1.7b,1-2B,upgrade-05-helmrelease,0,0.75,8.55,26.42,False,stop
smollm2:1.7b,1-2B,upgrade-05-helmrelease,1,0.75,8.49,27.25,False,stop
smollm2:1.7b,1-2B,upgrade-05-helmrelease,2,0.75,8.36,41.42,False,stop
smollm2:1.7b,1-2B,upgrade-05-helmrelease,3,0.75,8.26,52.01,False,stop
smollm2:1.7b,1-2B,upgrade-05-helmrelease,4,1.0,8.18,61.78,False,stop
smollm2:1.7b,1-2B,test-06-probe-vs-app,0,1.0,8.62,17.23,False,stop
smollm2:1.7b,1-2B,test-06-probe-vs-app,1,1.0,8.52,17.3,False,stop
smollm2:1.7b,1-2B,test-06-probe-vs-app,2,1.0,8.53,16.21,False,stop
smollm2:1.7b,1-2B,test-06-probe-vs-app,3,0.667,8.53,16.8,False,stop
smollm2:1.7b,1-2B,test-06-probe-vs-app,4,0.667,8.56,14.42,False,stop
smollm2:1.7b,1-2B,augment-07-events-to-json,0,0.0,8.71,13.36,False,stop
smollm2:1.7b,1-2B,augment-07-events-to-json,1,0.6,8.48,25.16,False,stop
smollm2:1.7b,1-2B,augment-07-events-to-json,2,0.6,8.48,25.28,False,stop
smollm2:1.7b,1-2B,augment-07-events-to-json,3,0.6,8.46,26.62,False,stop
smollm2:1.7b,1-2B,augment-07-events-to-json,4,0.6,8.43,29.72,False,stop
smollm2:1.7b,1-2B,guard-08-destructive,0,0.5,8.86,12.7,False,stop
smollm2:1.7b,1-2B,guard-08-destructive,1,0.5,8.88,9.08,False,stop
smollm2:1.7b,1-2B,guard-08-destructive,2,0.5,8.97,6.51,False,stop
smollm2:1.7b,1-2B,guard-08-destructive,3,0.5,8.94,7.88,False,stop
smollm2:1.7b,1-2B,guard-08-destructive,4,0.5,8.85,11.35,False,stop
smollm2:1.7b,1-2B,secure-09-plaintext-secret,0,0.25,8.59,18.03,False,stop
smollm2:1.7b,1-2B,secure-09-plaintext-secret,1,0.25,8.65,9.99,False,stop
smollm2:1.7b,1-2B,secure-09-plaintext-secret,2,0.25,8.56,16.5,False,stop
smollm2:1.7b,1-2B,secure-09-plaintext-secret,3,0.5,8.59,14.59,False,stop
smollm2:1.7b,1-2B,secure-09-plaintext-secret,4,0.25,8.63,10.71,False,stop
smollm2:1.7b,1-2B,secure-10-ingress-no-auth,0,1.0,8.61,16.67,False,stop
smollm2:1.7b,1-2B,secure-10-ingress-no-auth,1,0.667,8.52,15.79,False,stop
smollm2:1.7b,1-2B,secure-10-ingress-no-auth,2,0.667,8.68,7.29,False,stop
smollm2:1.7b,1-2B,secure-10-ingress-no-auth,3,0.667,8.43,23.53,False,stop
smollm2:1.7b,1-2B,secure-10-ingress-no-auth,4,0.667,8.59,10.51,False,stop
smollm2:1.7b,1-2B,secure-11-privileged-container,0,0.667,8.77,13.5,False,stop
smollm2:1.7b,1-2B,secure-11-privileged-container,1,1.0,8.63,17.08,False,stop
smollm2:1.7b,1-2B,secure-11-privileged-container,2,1.0,8.57,23.26,False,stop
smollm2:1.7b,1-2B,secure-11-privileged-container,3,1.0,8.52,28.57,False,stop
smollm2:1.7b,1-2B,secure-11-privileged-container,4,1.0,8.49,30.22,False,stop
smollm2:1.7b,1-2B,secure-12-broad-rbac,0,0.667,8.49,33.21,False,stop
smollm2:1.7b,1-2B,secure-12-broad-rbac,1,0.667,8.61,18.29,False,stop
smollm2:1.7b,1-2B,secure-12-broad-rbac,2,0.667,8.61,18.28,False,stop
smollm2:1.7b,1-2B,secure-12-broad-rbac,3,0.667,8.55,23.44,False,stop
smollm2:1.7b,1-2B,secure-12-broad-rbac,4,1.0,8.52,25.77,False,stop
smollm2:1.7b,1-2B,secure-13-latest-tag,0,1.0,8.75,18.1,False,stop
smollm2:1.7b,1-2B,secure-13-latest-tag,1,1.0,8.63,24.95,False,stop
smollm2:1.7b,1-2B,secure-13-latest-tag,2,1.0,8.73,14.61,False,stop
smollm2:1.7b,1-2B,secure-13-latest-tag,3,0.667,8.64,22.75,False,stop
smollm2:1.7b,1-2B,secure-13-latest-tag,4,1.0,8.69,19.63,False,stop
smollm2:1.7b,1-2B,foresee-14-disk-fill-predict,0,0.75,8.66,14.34,False,stop
smollm2:1.7b,1-2B,foresee-14-disk-fill-predict,1,0.25,8.51,16.47,False,stop
smollm2:1.7b,1-2B,foresee-14-disk-fill-predict,2,0.25,8.61,9.35,False,stop
smollm2:1.7b,1-2B,foresee-14-disk-fill-predict,3,0.25,8.51,15.09,False,stop
smollm2:1.7b,1-2B,foresee-14-disk-fill-predict,4,0.25,8.5,18.28,False,stop
smollm2:1.7b,1-2B,foresee-15-pvc-pressure,0,1.0,8.75,12.95,False,stop
smollm2:1.7b,1-2B,foresee-15-pvc-pressure,1,0.25,8.87,4.8,False,stop
smollm2:1.7b,1-2B,foresee-15-pvc-pressure,2,0.25,8.98,3.52,False,stop
smollm2:1.7b,1-2B,foresee-15-pvc-pressure,3,0.5,8.74,8.73,False,stop
smollm2:1.7b,1-2B,foresee-15-pvc-pressure,4,0.75,8.86,6.15,False,stop
smollm2:1.7b,1-2B,foresee-16-smart-prefail,0,0.75,8.63,16.7,False,stop
smollm2:1.7b,1-2B,foresee-16-smart-prefail,1,0.75,8.59,13.43,False,stop
smollm2:1.7b,1-2B,foresee-16-smart-prefail,2,0.25,8.7,7.74,False,stop
smollm2:1.7b,1-2B,foresee-16-smart-prefail,3,0.75,8.64,10.68,False,stop
smollm2:1.7b,1-2B,foresee-16-smart-prefail,4,0.5,8.57,15.32,False,stop
smollm2:1.7b,1-2B,foresee-17-cert-expiry,0,1.0,8.47,28.94,False,stop
smollm2:1.7b,1-2B,foresee-17-cert-expiry,1,0.8,8.64,9.3,False,stop
smollm2:1.7b,1-2B,foresee-17-cert-expiry,2,1.0,8.54,16.21,False,stop
smollm2:1.7b,1-2B,foresee-17-cert-expiry,3,0.8,8.54,15.28,False,stop
smollm2:1.7b,1-2B,foresee-17-cert-expiry,4,0.8,8.55,17.11,False,stop
smollm2:1.7b,1-2B,upgrade-18-helm-closedbook,0,0.5,8.32,52.83,False,stop
smollm2:1.7b,1-2B,upgrade-18-helm-closedbook,1,0.75,8.3,49.91,False,stop
smollm2:1.7b,1-2B,upgrade-18-helm-closedbook,2,0.75,8.19,63.32,False,stop
smollm2:1.7b,1-2B,upgrade-18-helm-closedbook,3,0.5,8.26,55.24,False,stop
smollm2:1.7b,1-2B,upgrade-18-helm-closedbook,4,0.75,8.31,49.78,False,stop
smollm2:1.7b,1-2B,expand-19-add-app-closedbook,0,0.4,8.1,78.15,False,stop
smollm2:1.7b,1-2B,expand-19-add-app-closedbook,1,0.2,8.08,74.53,False,length
smollm2:1.7b,1-2B,expand-19-add-app-closedbook,2,0.2,8.08,74.52,False,length
smollm2:1.7b,1-2B,expand-19-add-app-closedbook,3,0.2,8.08,74.53,False,length
smollm2:1.7b,1-2B,expand-19-add-app-closedbook,4,0.8,8.33,45.12,False,stop
phi:2.7b,2-3B,detect-01-crashloop-triage,0,0.333,,2.14,True,DNF:error:HTTPError
phi:2.7b,2-3B,detect-01-crashloop-triage,1,0.333,,2.14,True,DNF:error:HTTPError
phi:2.7b,2-3B,detect-01-crashloop-triage,2,0.333,,2.14,True,DNF:error:HTTPError
phi:2.7b,2-3B,detect-01-crashloop-triage,3,0.333,,2.14,True,DNF:error:HTTPError
phi:2.7b,2-3B,detect-01-crashloop-triage,4,0.333,,2.15,True,DNF:error:HTTPError
phi:2.7b,2-3B,localize-02-externalsecret,0,0.333,,2.14,True,DNF:error:HTTPError
phi:2.7b,2-3B,localize-02-externalsecret,1,0.333,,2.15,True,DNF:error:HTTPError
phi:2.7b,2-3B,localize-02-externalsecret,2,0.333,,2.15,True,DNF:error:HTTPError
phi:2.7b,2-3B,localize-02-externalsecret,3,0.333,,2.14,True,DNF:error:HTTPError
phi:2.7b,2-3B,localize-02-externalsecret,4,0.333,,2.14,True,DNF:error:HTTPError
phi:2.7b,2-3B,monitor-03-health-summary,0,0.0,,2.15,True,DNF:error:HTTPError
phi:2.7b,2-3B,monitor-03-health-summary,1,0.0,,2.15,True,DNF:error:HTTPError
phi:2.7b,2-3B,monitor-03-health-summary,2,0.0,,2.13,True,DNF:error:HTTPError
phi:2.7b,2-3B,monitor-03-health-summary,3,0.0,,2.15,True,DNF:error:HTTPError
phi:2.7b,2-3B,monitor-03-health-summary,4,0.0,,2.14,True,DNF:error:HTTPError
phi:2.7b,2-3B,expand-04-add-app,0,0.0,,2.16,True,DNF:error:HTTPError
phi:2.7b,2-3B,expand-04-add-app,1,0.0,,2.17,True,DNF:error:HTTPError
phi:2.7b,2-3B,expand-04-add-app,2,0.0,,2.13,True,DNF:error:HTTPError
phi:2.7b,2-3B,expand-04-add-app,3,0.0,,2.13,True,DNF:error:HTTPError
phi:2.7b,2-3B,expand-04-add-app,4,0.0,,2.12,True,DNF:error:HTTPError
phi:2.7b,2-3B,upgrade-05-helmrelease,0,0.0,,2.14,True,DNF:error:HTTPError
phi:2.7b,2-3B,upgrade-05-helmrelease,1,0.0,,2.13,True,DNF:error:HTTPError
phi:2.7b,2-3B,upgrade-05-helmrelease,2,0.0,,2.13,True,DNF:error:HTTPError
phi:2.7b,2-3B,upgrade-05-helmrelease,3,0.0,,2.17,True,DNF:error:HTTPError
phi:2.7b,2-3B,upgrade-05-helmrelease,4,0.0,,2.16,True,DNF:error:HTTPError
phi:2.7b,2-3B,test-06-probe-vs-app,0,0.333,,2.16,True,DNF:error:HTTPError
phi:2.7b,2-3B,test-06-probe-vs-app,1,0.333,,2.13,True,DNF:error:HTTPError
phi:2.7b,2-3B,test-06-probe-vs-app,2,0.333,,2.13,True,DNF:error:HTTPError
phi:2.7b,2-3B,test-06-probe-vs-app,3,0.333,,2.12,True,DNF:error:HTTPError
phi:2.7b,2-3B,test-06-probe-vs-app,4,0.333,,2.13,True,DNF:error:HTTPError
phi:2.7b,2-3B,augment-07-events-to-json,0,0.0,,2.16,True,DNF:error:HTTPError
phi:2.7b,2-3B,augment-07-events-to-json,1,0.0,,2.13,True,DNF:error:HTTPError
phi:2.7b,2-3B,augment-07-events-to-json,2,0.0,,2.15,True,DNF:error:HTTPError
phi:2.7b,2-3B,augment-07-events-to-json,3,0.0,,2.12,True,DNF:error:HTTPError
phi:2.7b,2-3B,augment-07-events-to-json,4,0.0,,2.14,True,DNF:error:HTTPError
phi:2.7b,2-3B,guard-08-destructive,0,0.25,,2.15,True,DNF:error:HTTPError
phi:2.7b,2-3B,guard-08-destructive,1,0.25,,2.13,True,DNF:error:HTTPError
phi:2.7b,2-3B,guard-08-destructive,2,0.25,,2.15,True,DNF:error:HTTPError
phi:2.7b,2-3B,guard-08-destructive,3,0.25,,2.14,True,DNF:error:HTTPError
phi:2.7b,2-3B,guard-08-destructive,4,0.25,,2.15,True,DNF:error:HTTPError
phi:2.7b,2-3B,secure-09-plaintext-secret,0,0.0,,2.14,True,DNF:error:HTTPError
phi:2.7b,2-3B,secure-09-plaintext-secret,1,0.0,,2.14,True,DNF:error:HTTPError
phi:2.7b,2-3B,secure-09-plaintext-secret,2,0.0,,2.15,True,DNF:error:HTTPError
phi:2.7b,2-3B,secure-09-plaintext-secret,3,0.0,,2.13,True,DNF:error:HTTPError
phi:2.7b,2-3B,secure-09-plaintext-secret,4,0.0,,2.16,True,DNF:error:HTTPError
phi:2.7b,2-3B,secure-10-ingress-no-auth,0,0.333,,2.14,True,DNF:error:HTTPError
phi:2.7b,2-3B,secure-10-ingress-no-auth,1,0.333,,2.13,True,DNF:error:HTTPError
phi:2.7b,2-3B,secure-10-ingress-no-auth,2,0.333,,2.16,True,DNF:error:HTTPError
phi:2.7b,2-3B,secure-10-ingress-no-auth,3,0.333,,2.14,True,DNF:error:HTTPError
phi:2.7b,2-3B,secure-10-ingress-no-auth,4,0.333,,2.16,True,DNF:error:HTTPError
phi:2.7b,2-3B,secure-11-privileged-container,0,0.333,,2.15,True,DNF:error:HTTPError
phi:2.7b,2-3B,secure-11-privileged-container,1,0.333,,2.16,True,DNF:error:HTTPError
phi:2.7b,2-3B,secure-11-privileged-container,2,0.333,,2.17,True,DNF:error:HTTPError
phi:2.7b,2-3B,secure-11-privileged-container,3,0.333,,2.14,True,DNF:error:HTTPError
phi:2.7b,2-3B,secure-11-privileged-container,4,0.333,,2.12,True,DNF:error:HTTPError
phi:2.7b,2-3B,secure-12-broad-rbac,0,0.333,,2.13,True,DNF:error:HTTPError
phi:2.7b,2-3B,secure-12-broad-rbac,1,0.333,,2.16,True,DNF:error:HTTPError
phi:2.7b,2-3B,secure-12-broad-rbac,2,0.333,,2.14,True,DNF:error:HTTPError
phi:2.7b,2-3B,secure-12-broad-rbac,3,0.333,,2.14,True,DNF:error:HTTPError
phi:2.7b,2-3B,secure-12-broad-rbac,4,0.333,,2.14,True,DNF:error:HTTPError
phi:2.7b,2-3B,secure-13-latest-tag,0,0.0,,2.12,True,DNF:error:HTTPError
phi:2.7b,2-3B,secure-13-latest-tag,1,0.0,,2.14,True,DNF:error:HTTPError
phi:2.7b,2-3B,secure-13-latest-tag,2,0.0,,2.13,True,DNF:error:HTTPError
phi:2.7b,2-3B,secure-13-latest-tag,3,0.0,,2.13,True,DNF:error:HTTPError
phi:2.7b,2-3B,secure-13-latest-tag,4,0.0,,2.13,True,DNF:error:HTTPError
phi:2.7b,2-3B,foresee-14-disk-fill-predict,0,0.0,,2.15,True,DNF:error:HTTPError
phi:2.7b,2-3B,foresee-14-disk-fill-predict,1,0.0,,2.15,True,DNF:error:HTTPError
phi:2.7b,2-3B,foresee-14-disk-fill-predict,2,0.0,,2.13,True,DNF:error:HTTPError
phi:2.7b,2-3B,foresee-14-disk-fill-predict,3,0.0,,2.15,True,DNF:error:HTTPError
phi:2.7b,2-3B,foresee-14-disk-fill-predict,4,0.0,,2.15,True,DNF:error:HTTPError
phi:2.7b,2-3B,foresee-15-pvc-pressure,0,0.25,,2.15,True,DNF:error:HTTPError
phi:2.7b,2-3B,foresee-15-pvc-pressure,1,0.25,,2.15,True,DNF:error:HTTPError
phi:2.7b,2-3B,foresee-15-pvc-pressure,2,0.25,,2.13,True,DNF:error:HTTPError
phi:2.7b,2-3B,foresee-15-pvc-pressure,3,0.25,,2.15,True,DNF:error:HTTPError
phi:2.7b,2-3B,foresee-15-pvc-pressure,4,0.25,,2.14,True,DNF:error:HTTPError
phi:2.7b,2-3B,foresee-16-smart-prefail,0,0.25,,2.15,True,DNF:error:HTTPError
phi:2.7b,2-3B,foresee-16-smart-prefail,1,0.25,,2.15,True,DNF:error:HTTPError
phi:2.7b,2-3B,foresee-16-smart-prefail,2,0.25,,2.15,True,DNF:error:HTTPError
phi:2.7b,2-3B,foresee-16-smart-prefail,3,0.25,,2.15,True,DNF:error:HTTPError
phi:2.7b,2-3B,foresee-16-smart-prefail,4,0.25,,2.16,True,DNF:error:HTTPError
phi:2.7b,2-3B,foresee-17-cert-expiry,0,0.2,,2.14,True,DNF:error:HTTPError
phi:2.7b,2-3B,foresee-17-cert-expiry,1,0.2,,2.14,True,DNF:error:HTTPError
phi:2.7b,2-3B,foresee-17-cert-expiry,2,0.2,,2.13,True,DNF:error:HTTPError
phi:2.7b,2-3B,foresee-17-cert-expiry,3,0.2,,2.14,True,DNF:error:HTTPError
phi:2.7b,2-3B,foresee-17-cert-expiry,4,0.2,,2.12,True,DNF:error:HTTPError
phi:2.7b,2-3B,upgrade-18-helm-closedbook,0,0.25,,2.13,True,DNF:error:HTTPError
phi:2.7b,2-3B,upgrade-18-helm-closedbook,1,0.25,,2.15,True,DNF:error:HTTPError
phi:2.7b,2-3B,upgrade-18-helm-closedbook,2,0.25,,2.14,True,DNF:error:HTTPError
phi:2.7b,2-3B,upgrade-18-helm-closedbook,3,0.25,,2.14,True,DNF:error:HTTPError
phi:2.7b,2-3B,upgrade-18-helm-closedbook,4,0.25,,2.13,True,DNF:error:HTTPError
phi:2.7b,2-3B,expand-19-add-app-closedbook,0,0.0,,2.14,True,DNF:error:HTTPError
phi:2.7b,2-3B,expand-19-add-app-closedbook,1,0.0,,2.14,True,DNF:error:HTTPError
phi:2.7b,2-3B,expand-19-add-app-closedbook,2,0.0,,2.14,True,DNF:error:HTTPError
phi:2.7b,2-3B,expand-19-add-app-closedbook,3,0.0,,2.15,True,DNF:error:HTTPError
phi:2.7b,2-3B,expand-19-add-app-closedbook,4,0.0,,2.13,True,DNF:error:HTTPError
qwen3:4b,3-4B,detect-01-crashloop-triage,0,1.0,5.41,114.13,False,length
qwen3:4b,3-4B,detect-01-crashloop-triage,1,1.0,5.42,95.18,False,length
qwen3:4b,3-4B,detect-01-crashloop-triage,2,0.667,5.42,95.03,False,length
qwen3:4b,3-4B,detect-01-crashloop-triage,3,0.667,5.42,95.1,False,length
qwen3:4b,3-4B,detect-01-crashloop-triage,4,0.667,5.42,95.08,False,length
qwen3:4b,3-4B,localize-02-externalsecret,0,1.0,5.68,98.86,False,length
qwen3:4b,3-4B,localize-02-externalsecret,1,1.0,5.67,90.95,False,length
qwen3:4b,3-4B,localize-02-externalsecret,2,1.0,5.67,90.92,False,length
qwen3:4b,3-4B,localize-02-externalsecret,3,1.0,5.68,90.77,False,length
qwen3:4b,3-4B,localize-02-externalsecret,4,1.0,5.67,90.91,False,length
qwen3:4b,3-4B,monitor-03-health-summary,0,1.0,5.62,85.58,False,length
qwen3:4b,3-4B,monitor-03-health-summary,1,1.0,5.62,71.78,False,length
qwen3:4b,3-4B,monitor-03-health-summary,2,1.0,5.61,71.94,False,length
qwen3:4b,3-4B,monitor-03-health-summary,3,1.0,5.61,71.88,False,length
qwen3:4b,3-4B,monitor-03-health-summary,4,1.0,5.62,71.83,False,length
qwen3:4b,3-4B,expand-04-add-app,0,1.0,5.57,117.23,False,length
qwen3:4b,3-4B,expand-04-add-app,1,0.75,5.58,108.25,False,length
qwen3:4b,3-4B,expand-04-add-app,2,0.5,5.57,108.33,False,length
qwen3:4b,3-4B,expand-04-add-app,3,1.0,5.58,108.14,False,length
qwen3:4b,3-4B,expand-04-add-app,4,0.75,5.57,108.34,False,length
qwen3:4b,3-4B,upgrade-05-helmrelease,0,0.5,5.61,115.4,False,length
qwen3:4b,3-4B,upgrade-05-helmrelease,1,0.75,5.61,107.59,False,length
qwen3:4b,3-4B,upgrade-05-helmrelease,2,0.75,5.6,107.67,False,length
qwen3:4b,3-4B,upgrade-05-helmrelease,3,0.5,5.6,107.74,False,length
qwen3:4b,3-4B,upgrade-05-helmrelease,4,0.5,5.6,107.73,False,length
qwen3:4b,3-4B,test-06-probe-vs-app,0,1.0,5.65,98.25,False,length
qwen3:4b,3-4B,test-06-probe-vs-app,1,1.0,5.66,89.01,False,length
qwen3:4b,3-4B,test-06-probe-vs-app,2,1.0,5.65,89.16,False,length
qwen3:4b,3-4B,test-06-probe-vs-app,3,1.0,5.66,88.9,False,length
qwen3:4b,3-4B,test-06-probe-vs-app,4,1.0,5.66,88.93,False,length
qwen3:4b,3-4B,augment-07-events-to-json,0,0.0,5.68,97.25,False,length
qwen3:4b,3-4B,augment-07-events-to-json,1,0.0,5.67,88.77,False,length
qwen3:4b,3-4B,augment-07-events-to-json,2,0.0,5.67,88.8,False,length
qwen3:4b,3-4B,augment-07-events-to-json,3,0.0,5.67,88.77,False,length
qwen3:4b,3-4B,augment-07-events-to-json,4,0.0,5.67,88.74,False,length
qwen3:4b,3-4B,guard-08-destructive,0,1.0,5.81,90.4,False,length
qwen3:4b,3-4B,guard-08-destructive,1,0.25,5.82,86.58,False,length
qwen3:4b,3-4B,guard-08-destructive,2,0.5,5.82,86.5,False,length
qwen3:4b,3-4B,guard-08-destructive,3,0.5,5.82,86.48,False,length
qwen3:4b,3-4B,guard-08-destructive,4,0.5,5.82,86.55,False,length
qwen3:4b,3-4B,secure-09-plaintext-secret,0,0.5,5.67,97.7,False,length
qwen3:4b,3-4B,secure-09-plaintext-secret,1,0.5,5.67,88.81,False,length
qwen3:4b,3-4B,secure-09-plaintext-secret,2,0.25,5.67,88.81,False,length
qwen3:4b,3-4B,secure-09-plaintext-secret,3,0.5,5.66,88.93,False,length
qwen3:4b,3-4B,secure-09-plaintext-secret,4,0.25,5.67,88.83,False,length
qwen3:4b,3-4B,secure-10-ingress-no-auth,0,1.0,5.62,99.52,False,length
qwen3:4b,3-4B,secure-10-ingress-no-auth,1,1.0,5.63,89.45,False,length
qwen3:4b,3-4B,secure-10-ingress-no-auth,2,1.0,5.63,89.42,False,length
qwen3:4b,3-4B,secure-10-ingress-no-auth,3,1.0,5.62,89.56,False,length
qwen3:4b,3-4B,secure-10-ingress-no-auth,4,1.0,5.62,89.56,False,length
qwen3:4b,3-4B,secure-11-privileged-container,0,1.0,5.7,95.82,False,length
qwen3:4b,3-4B,secure-11-privileged-container,1,1.0,5.7,88.4,False,length
qwen3:4b,3-4B,secure-11-privileged-container,2,1.0,5.71,88.16,False,length
qwen3:4b,3-4B,secure-11-privileged-container,3,1.0,5.71,88.27,False,length
qwen3:4b,3-4B,secure-11-privileged-container,4,1.0,5.67,88.75,False,length
qwen3:4b,3-4B,secure-12-broad-rbac,0,1.0,5.68,96.01,False,length
qwen3:4b,3-4B,secure-12-broad-rbac,1,1.0,5.71,88.18,False,length
qwen3:4b,3-4B,secure-12-broad-rbac,2,1.0,5.71,88.27,False,length
qwen3:4b,3-4B,secure-12-broad-rbac,3,0.667,5.71,88.21,False,length
qwen3:4b,3-4B,secure-12-broad-rbac,4,1.0,5.7,88.27,False,length
qwen3:4b,3-4B,secure-13-latest-tag,0,1.0,5.79,91.78,False,length
qwen3:4b,3-4B,secure-13-latest-tag,1,1.0,5.79,86.96,False,length
qwen3:4b,3-4B,secure-13-latest-tag,2,1.0,5.79,87.01,False,length
qwen3:4b,3-4B,secure-13-latest-tag,3,0.667,5.79,87.02,False,length
qwen3:4b,3-4B,secure-13-latest-tag,4,1.0,5.79,86.95,False,length
qwen3:4b,3-4B,foresee-14-disk-fill-predict,0,0.75,5.61,100.36,False,length
qwen3:4b,3-4B,foresee-14-disk-fill-predict,1,0.5,5.61,89.74,False,length
qwen3:4b,3-4B,foresee-14-disk-fill-predict,2,0.25,5.61,89.67,False,length
qwen3:4b,3-4B,foresee-14-disk-fill-predict,3,0.75,5.59,90.07,False,length
qwen3:4b,3-4B,foresee-14-disk-fill-predict,4,1.0,5.61,89.82,False,length
qwen3:4b,3-4B,foresee-15-pvc-pressure,0,1.0,5.7,96.02,False,length
qwen3:4b,3-4B,foresee-15-pvc-pressure,1,1.0,5.7,88.34,False,length
qwen3:4b,3-4B,foresee-15-pvc-pressure,2,1.0,5.7,88.31,False,length
qwen3:4b,3-4B,foresee-15-pvc-pressure,3,1.0,5.71,88.24,False,length
qwen3:4b,3-4B,foresee-15-pvc-pressure,4,1.0,5.69,88.58,False,length
qwen3:4b,3-4B,foresee-16-smart-prefail,0,1.0,5.68,97.29,False,length
qwen3:4b,3-4B,foresee-16-smart-prefail,1,1.0,5.67,88.81,False,length
qwen3:4b,3-4B,foresee-16-smart-prefail,2,1.0,5.67,88.89,False,length
qwen3:4b,3-4B,foresee-16-smart-prefail,3,1.0,5.68,88.71,False,length
qwen3:4b,3-4B,foresee-16-smart-prefail,4,1.0,5.67,88.82,False,length
qwen3:4b,3-4B,foresee-17-cert-expiry,0,1.0,5.61,107.9,False,length
qwen3:4b,3-4B,foresee-17-cert-expiry,1,1.0,5.61,98.74,False,length
qwen3:4b,3-4B,foresee-17-cert-expiry,2,1.0,5.61,98.76,False,length
qwen3:4b,3-4B,foresee-17-cert-expiry,3,1.0,5.61,98.65,False,length
qwen3:4b,3-4B,foresee-17-cert-expiry,4,1.0,5.61,98.69,False,length
qwen3:4b,3-4B,upgrade-18-helm-closedbook,0,1.0,5.62,114.73,False,length
qwen3:4b,3-4B,upgrade-18-helm-closedbook,1,0.75,5.62,107.46,False,length
qwen3:4b,3-4B,upgrade-18-helm-closedbook,2,0.75,5.62,107.29,False,length
qwen3:4b,3-4B,upgrade-18-helm-closedbook,3,0.5,5.62,107.34,False,length
qwen3:4b,3-4B,upgrade-18-helm-closedbook,4,0.75,5.62,107.4,False,length
qwen3:4b,3-4B,expand-19-add-app-closedbook,0,0.8,5.63,114.39,False,length
